id,first_visit,which_programs/balik,which_programs/wood,which_programs/sketch,which_programs/harvesting,which_programs/corporate,which_programs/other,program_specify,reasons,gender,age,race,race_specify,social_cohesion_1,social_cohesion_2,social_cohesion_3,social_cohesion_4_rev,social_cohesion_5_rev,soc_1,soc_2,soc_3,soc_4,soc_5,soc_6,soc_7,soc_8,cns_1,cns_2,cns_3,cns_4,cns_5,cns_6,cns_7,cns_8,cns_9,cns_10,imi_1,imi_2,imi_3_rev,imi_4,imi_5,imi_6,imi_7,imi_8,self_est_1,self_est_2_rev,self_est_3,self_est_4_rev,self_eff_1,self_eff_2,self_eff_3,self_eff_4,self_eff_5,self_eff_6,self_eff_7,self_eff_8,social_cohesion_4_rev_coded,social_cohesion_5_rev_coded,cns_4_rev_coded,self_est_2_rev_coded,self_est_4_rev_coded,imi_3_rev_coded,imi_4_rev_coded,commitment,frequency_visits,balik,corporate,wood,sketch,harvesting,others,number_programs,program_percent,SoCoh,SOC,CNS,IMI,Self_Est,Self_Eff,IM,PComp,PChoice,RC1,RC2,clusters
33,2017-04-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,Help as facilitator or participate in Touchwood workshops,Female,58,1,0,6,5,5,4,3,5,5,4,4,4,5,5,5,6,6,6,4,6,6,5,6,6,6,6,5,3,4,6,5,5,5,5,4,5,4,5,5,6,6,6,6,5,5,4,5,4,4,4,5,4,33,40,0,0,1,0,0,0,1,0.16666666666666666,5,4.625,5.7,5.125,4.5,5.5,5,5,5.5,-0.37486772321010053,0.6179605449897029,4
34,2017-05-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,Wook works,Male,70,1,0,6,5,6,4,4,5,5,5,5,5,5,5,5,4,5,6,4,5,5,5,5,5,5,6,6,4,4,6,5,5,5,6,4,5,4,5,5,5,5,5,5,6,5,4,4,4,4,4,4,4,31.00000000000003,200,0,0,1,0,0,0,1,0.16666666666666666,5,5,4.9,5.125,4.75,5.125,5,5.5,5,-0.8672492158528143,4.567715376769022,3
35,2017-06-01,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Farmers market and ground zero market,"I see a meaningful impacg i can make on the community through GUI, as well as for self interest in nature",Female,19,1,0,6,5,7,1,2,6,6,6,6,6,6,6,6,6,6,6,2,6,6,4,5,6,6,5,5,3,1,7,7,7,7,6,5,6,3,5,5,6,6,6,6,4,6,7,6,6,3,5,5,7,30,50,1,1,1,1,1,1,6,1,6.2,6,5.7,6.25,5,5.5,7,6,5,2.5851589254736487,0.0529425065791794,2
36,2017-06-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,teaching and socialising,Male,67,1,0,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,5,4,5,4,5,5,5,5,5,5,5,5,4,3,4,4,4,4,4,30.999999999999986,50,0,0,1,0,0,0,1,0.16666666666666666,4,4,4.2,4.125,4.5,5,4,4.5,4,-0.44317032103503934,0.8624825302714197,4
37,2017-10-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,Provide assistance in the area of farming.,Male,66,1,0,6,5,7,1,2,6,7,7,7,5,5,7,6,4,6,7,3,4,7,4,6,4,4,7,5,1,2,6,6,7,5,4,2,7,1,4,5,5,5,6,6,5,4,7,6,5,6,7,7,6,26.000000000000014,120,0,0,1,0,0,0,1,0.16666666666666666,6.2,6.25,5.1000000000000005,6.125,6,5,6.25,5,7,-0.7411504840427177,2.5853573474249925,4
38,2017-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Friend’s daughter birday,Friend organize,Female,47,1,0,6,6,6,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,4,6,6,6,5,4,4,4,4,6,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,26.000000000000014,1,0,0,0,0,0,1,1,0.16666666666666666,5.2,4,4.9,4.25,4.25,4,4.5,4,4,-0.4047145608206157,-0.3541273774631046,1
39,2017-11-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,basic woodworking class,Female,42,1,0,7,5,5,2,4,4,5,4,4,1,4,2,2,6,6,6,3,7,6,6,6,6,7,5,5,2,2,7,7,6,6,7,1,7,2,7,7,7,6,7,7,6,6,6,4,5,7,6,6,6,25.00000000000003,4,0,0,1,0,1,0,2,0.3333333333333333,5.4,3.25,6.1000000000000005,6,6.75,6.625,6.5,5.5,5.5,0.1764574419832652,-0.44292814039884987,1
40,2018-01-01,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,Kids-friendly and in nature,Female,47,1,0,7,5,5,1,2,6,6,3,4,1,4,5,5,5,5,6,1,5,3,7,6,6,7,7,6,2,1,7,7,7,2,3,5,5,6,6,5,6,6,6,5,5,5,7,6,7,3,2,6,7,24.999999999999986,2,1,0,1,0,0,0,2,0.3333333333333333,6,4.25,5.7,6.125,3.25,5.5,7,4,6.5,0.18211182724750138,-0.492331245018818,1
41,2018-02-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Connecting with the people there. Giving back in little ways.,Female,35,1,0,7,7,7,1,1,6,6,6,6,6,6,6,6,4,5,5,3,6,5,6,6,6,5,7,6,1,1,7,6,6,5,5,3,5,3,6,6,6,6,6,5,5,5,7,7,5,5,5,7,7,22.00000000000003,5,1,0,0,0,0,0,1,0.16666666666666666,7,6,5.300000000000001,6.375,5,5.625,6.5,5.5,7,-0.4960846743565963,-0.26030824385941476,1
42,2018-02-01,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0,The people that I have met in GUI.,Female,21,1,0,7,7,7,1,1,7,7,7,7,4,7,7,7,7,7,7,5,4,5,6,6,5,5,5,5,3,2,7,7,7,7,5,5,4,4,4,4,5,4,4,4,4,4,7,7,3,3,4,5,6,22.00000000000003,40,1,1,0,0,0,0,2,0.3333333333333333,7,6.625,5.5,6.125,4,4.125,6.75,6,5,0.014632499971368867,0.44258743603338985,1
43,2018-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Children 1 week farming programme,Brought my students for programme and after that some volunteering work at GUI,Female,46,1,0,7,4,4,4,4,7,7,4,4,4,4,4,4,7,7,7,1,7,7,7,7,7,7,4,7,4,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,1,1,4,4,21,10,0,0,0,0,0,1,1,0.16666666666666666,4.6000000000000005,4.75,7,5.875,4,7,6.25,7,4,-0.5302359732690661,-0.13804725121855632,1
44,2018-03-01,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Corn harvesting, farm visit and harvesting, visiting wood worshop",Wonderful place with wonderful people,Female,32,1,0,7,7,7,1,1,7,7,7,7,4,6,7,7,5,6,7,5,7,7,7,7,7,6,7,7,1,1,7,7,7,7,6,2,7,2,6,6,6,5,6,5,4,0,7,7,3,6,6,7,7,21,5,0,0,0,0,1,1,2,0.3333333333333333,7,6.5,6.2,7,6.25,4.75,7,7,7,0.09356890634363924,-0.42321366372511215,1
45,2018-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A custom made Farming learning journey with my P3 students,Carnivals,Female,46,1,0,7,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,7,7,2,7,7,7,7,7,7,2,7,2,7,7,7,7,7,7,7,7,4,4,6,6,6,6,1,21.999999999999986,2,0,0,0,0,0,1,1,0.16666666666666666,4.6000000000000005,7,6.9,6.125,6.5,7,5.5,7,6.5,-0.4876030964602417,-0.3344129007893669,1
46,2018-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,A talk on soil and plant health.,"The only place like this in Singapore! The people are lovely, the environment is calming and welcoming.",Female,56,3,Human,7,5,5,4,4,7,7,4,7,4,4,7,7,7,7,7,1,7,7,7,7,7,7,7,7,1,1,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,21.999999999999986,10,0,0,0,0,0,1,1,0.16666666666666666,5,5.875,7,7,7,7,7,7,7,-0.5102206375171897,-0.13680048230949476,1
47,2018-06-01,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0,The values promoted,Female,53,1,0,7,7,5,2,2,6,6,5,5,4,5,5,6,6,5,6,3,5,5,5,5,5,5,4,5,3,1,6,4,6,5,5,1,5,1,5,6,7,6,6,6,5,6,6,6,5,7,7,5,7,18.999999999999986,1,1,0,1,0,0,0,2,0.3333333333333333,6.2,5.25,5.2,5.25,6,5.875,5.75,5,4.5,0.06484700536835952,-0.5245134107831715,1
48,2018-07-01,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Rice planting and Farmers Market,Preserve sense of humanity and linkage to food and the soil,Male,35,1,0,7,7,7,4,2,6,5,4,4,4,4,7,5,6,7,6,2,4,7,7,6,7,6,6,5,2,2,6,7,6,5,6,3,6,5,6,6,5,6,6,4,3,6,4,6,6,5,3,6,6,17.000000000000014,10,0,0,0,0,1,1,2,0.3333333333333333,6.2,4.875,6.2,5.875,5,5.25,6.25,5,6,-6.28399824459891e-4,-0.3046929778114384,1
49,2018-08-01,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,0,To connect with nature and myself,Female,24,1,0,7,6,6,2,2,6,6,6,6,5,5,6,6,7,7,7,4,7,7,7,7,7,7,5,6,1,1,7,7,7,6,4,7,5,7,6,6,6,6,6,6,3,5,6,6,4,1,1,7,7,16.00000000000003,1,0,0,1,0,1,0,2,0.3333333333333333,6.2,5.75,6.7,6.5,2.75,5.5,7,6,6,0.004800998112730215,-0.5282537175103561,1
50,2018-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Harvest,Support,Female,55,1,0,0,7,6,1,2,5,6,7,7,5,4,7,6,5,6,5,2,6,5,4,6,6,5,4,6,3,2,6,5,6,6,6,4,5,2,4,4,5,6,5,6,5,5,7,6,6,4,6,5,6,15,100,0,0,0,0,0,1,1,0.16666666666666666,5.2,5.875,5.4,5.5,5.25,5,5.75,6,4.5,-0.9047753246709919,2.0776118432256356,4
51,2018-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Ground Zero Market & Harvesting activities,Activities with nature & experiencing nature,Female,43,1,0,7,4,6,4,6,6,6,5,4,4,4,4,5,6,7,7,1,7,7,7,6,7,7,6,6,1,1,6,6,6,4,6,4,7,2,6,7,7,7,7,7,6,6,4,2,7,4,6,7,7,15,1,0,0,0,0,0,1,1,0.16666666666666666,4.6000000000000005,4.75,6.800000000000001,6,5.75,6.625,6.25,5,6.5,-0.6248832540912599,-0.36784183546278193,1
52,2018-09-01,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Farmer’s market - ground zero,To experience open nature,Male,43,1,0,6,6,6,1,2,6,7,6,6,4,5,5,6,6,4,6,1,6,6,6,7,7,6,6,6,1,1,7,7,7,4,7,1,7,1,6,7,7,7,7,7,7,6,7,6,7,7,7,7,7,15,1,0,0,0,0,1,1,2,0.3333333333333333,6.2,5.625,6.1000000000000005,6.375,7,6.75,7,5,6.5,-0.015214337639147063,-0.5295004864194177,1
53,2018-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Tcm talk,Contribute back to society,Male,31,1,0,7,7,7,1,2,5,7,6,6,4,6,6,6,5,6,6,1,6,7,6,6,6,6,7,6,1,2,6,7,7,6,7,1,6,1,6,6,7,7,7,7,7,7,7,6,7,7,7,7,6,14.000000000000014,8,0,0,0,0,0,1,1,0.16666666666666666,6.800000000000001,5.75,6.1000000000000005,6.5,6.75,6.75,6.5,6,7,-0.6646889382679659,-0.1961777382019554,1
54,2018-10-01,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Pizza making, faciltator stool making workshop",Interests and balik kampong,Female,53,1,0,7,7,6,2,2,7,7,7,6,4,6,5,5,5,5,0,2,4,5,4,5,5,5,7,6,2,1,7,6,7,5,6,2,4,1,5,5,5,5,5,5,0,5,6,6,6,6,7,6,7,15,12,1,0,1,0,0,1,3,0.5,6.4,5.875,4.4,6.375,5.75,4.375,6.75,5.5,6.5,0.5633554598596622,-0.41944206196622935,2
55,2018-11-01,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,"GUIFM 2019, PESTA 2019",Meetings and Balik Kampung,Others,27,1,0,6,6,6,3,3,4,4,5,5,5,5,5,5,3,3,7,3,3,5,5,0,5,3,7,5,1,1,7,7,5,5,6,1,7,1,6,7,7,7,7,7,6,7,5,5,5,7,7,7,7,13.000000000000028,15,1,0,0,0,0,1,2,0.3333333333333333,5.6000000000000005,4.75,3.9000000000000004,6.25,6.75,6.75,6.5,5,7,-0.09482570599255902,-0.18617229189776463,1
56,2018-11-01,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Earth oven, Pesta Kampung, Woodyspace faciltator course",Volunteer,Female,52,1,0,6,6,0,2,2,5,5,5,5,4,0,0,5,4,4,4,2,4,4,4,4,4,4,5,5,2,2,6,5,5,5,4,4,4,2,4,4,5,5,4,4,4,4,6,6,6,4,6,6,6,13.000000000000028,12,1,0,1,0,0,1,3,0.5,4.800000000000001,3.625,4.2,5.375,4.5,4.25,5.5,5,5.5,0.5233247883559093,-0.42193559978435247,2
57,2018-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Pesta Kampung,Volunteer with Forest School Singapore,Female,30,3,Javanese,7,6,7,1,3,7,7,7,6,3,5,6,4,7,7,7,1,5,7,7,7,7,7,7,5,2,1,7,7,7,4,7,3,7,3,6,6,6,7,7,7,5,6,7,5,7,5,5,6,7,14.000000000000014,1,0,0,0,0,0,1,1,0.16666666666666666,6.4,5.625,6.800000000000001,6.25,6,6.25,7,4.5,6.5,-0.6448985898431364,-0.3690886043718435,1
58,2018-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Pesta Kampung,Interesting engaging activities and events,Female,52,1,0,6,6,5,2,4,5,5,5,5,4,5,5,5,5,4,5,2,4,5,4,4,4,4,5,5,2,2,5,5,5,4,5,2,5,2,5,5,5,5,5,5,4,5,6,4,6,6,6,6,6,14.000000000000014,13,0,0,0,0,0,1,1,0.16666666666666666,5.4,4.875,4.5,5.125,5.5,4.875,5.25,4.5,5.5,-0.6788249014285584,-0.07266997665203531,1
59,2019-01-01,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,Pizza making,Corporate event. Volunteer activities,Female,52,1,0,6,7,7,1,2,6,7,7,6,4,6,7,7,6,7,7,7,3,4,5,5,5,5,6,7,1,2,7,6,7,7,7,5,6,3,4,6,6,6,5,6,5,5,7,6,1,3,5,7,6,11.000000000000014,12,0,1,0,0,0,1,2,0.3333333333333333,6.6000000000000005,6.25,4.800000000000001,6.625,5.25,5.375,6.5,7,6.5,-0.12637479959995723,-0.26277048664583985,1
60,2019-01-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,"Volunteering, make a difference to spread environmental awareness",Male,31,1,0,7,6,7,1,2,6,6,6,6,5,5,6,6,7,7,6,2,7,6,7,7,7,7,6,7,1,1,7,7,7,6,6,4,6,2,6,6,6,6,7,6,6,7,7,6,6,4,6,7,7,11.000000000000014,10,0,0,1,0,0,0,1,0.16666666666666666,6.6000000000000005,5.75,6.7,6.75,5.5,6.25,7,6.5,6.5,-0.7303893307878331,-0.15051494030917206,1
61,2019-01-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,I like wood & farming,Female,52,1,0,6,6,6,4,2,6,6,5,4,3,4,4,3,4,4,5,2,6,7,6,6,4,6,5,6,2,2,6,6,6,6,5,4,4,5,5,6,6,6,6,6,5,5,4,6,6,4,3,6,6,12,10,0,0,1,0,0,0,1,0.16666666666666666,5.6000000000000005,4.375,5.4,5.875,4,5.625,6,6,5.5,-0.7103739950359567,-0.1492681714001105,1
62,2019-03-01,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Pesta Kampung,volunteer,Female,44,1,0,7,7,7,1,1,5,5,5,4,4,4,5,4,3,5,7,5,7,3,4,7,7,5,6,6,1,2,6,4,5,5,6,1,6,1,5,6,6,7,7,7,6,6,7,7,3,7,7,7,6,9,5,1,0,0,0,0,1,2,0.3333333333333333,7,4.5,5.1000000000000005,5.625,6.5,6.25,5.25,5.5,6.5,-0.1466151226788815,-0.43817489063385107,1
63,2019-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1st Farmer Market,Participate in interactive activities,Male,34,1,0,5,6,6,2,2,5,5,4,4,4,5,5,5,5,6,7,4,5,6,5,4,5,5,6,6,2,3,6,3,5,5,5,5,5,5,3,3,5,4,4,5,4,4,6,6,4,3,3,6,5,9,4,0,0,0,0,0,1,1,0.16666666666666666,5.800000000000001,4.625,5.2,5.25,4,4,4.75,5.5,6,-0.7534568464988758,-0.30121779198719933,1
64,2019-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Farmers' Market,To support a friend who used to be a regular volunteer with GUI and to support a meaningful cause,Female,32,1,0,6,6,5,3,3,4,3,3,3,2,4,4,4,4,5,5,3,5,5,5,5,4,5,5,5,3,3,5,5,5,4,5,5,4,3,4,4,5,4,4,5,4,5,5,5,5,3,5,5,5,9,1,0,0,0,0,0,1,1,0.16666666666666666,5.4,3.375,4.800000000000001,4.875,4.25,4.375,5,4.5,5,-0.7449752686025204,-0.3753224489171514,1
65,2019-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Farmers Market,Mother invited as a volunteer,Female,21,1,0,5,5,6,3,3,4,3,3,3,2,4,4,5,3,3,5,4,5,3,3,3,3,3,5,5,3,3,5,5,5,5,5,3,4,3,5,5,5,5,6,6,6,5,5,5,4,5,5,5,5,9,1,0,0,0,0,0,1,1,0.16666666666666666,5.2,3.5,3.5,5,4.75,5.375,5,5,5,-0.7449752686025204,-0.3753224489171514,1
66,2019-03-01,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Pesta,Volunteering,Female,45,1,0,7,7,7,1,1,7,7,7,7,7,7,7,7,6,5,7,1,7,5,7,7,7,7,7,7,1,1,7,4,7,7,7,1,7,1,7,7,7,0,7,7,7,7,7,7,7,7,7,7,7,9,10,1,0,0,0,0,1,2,0.3333333333333333,7,7,6.5,6.625,7,6.125,6.25,7,7,-0.160751085839474,-0.314667129083931,1
67,2019-03-01,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Farmer's market 2019,Voluntary work,Female,24,1,0,7,6,6,2,5,4,4,6,6,5,6,6,6,4,4,7,7,7,6,3,6,6,5,7,6,1,1,5,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,6,3,1,4,4,7,7,9.999999999999986,30,1,0,0,0,0,1,2,0.3333333333333333,5.6000000000000005,5.375,4.9,5.875,4,4,5.75,5,7,-0.19727960272996764,0.18061068602481076,1
