id,first_visit,which_programs/balik,which_programs/wood,which_programs/sketch,which_programs/harvesting,which_programs/corporate,which_programs/other,program_specify,reasons,gender,age,race,race_specify,social_cohesion_1,social_cohesion_2,social_cohesion_3,social_cohesion_4_rev,social_cohesion_5_rev,soc_1,soc_2,soc_3,soc_4,soc_5,soc_6,soc_7,soc_8,cns_1,cns_2,cns_3,cns_4,cns_5,cns_6,cns_7,cns_8,cns_9,cns_10,imi_1,imi_2,imi_3_rev,imi_4,imi_5,imi_6,imi_7,imi_8,self_est_1,self_est_2_rev,self_est_3,self_est_4_rev,self_eff_1,self_eff_2,self_eff_3,self_eff_4,self_eff_5,self_eff_6,self_eff_7,self_eff_8,social_cohesion_4_rev_coded,social_cohesion_5_rev_coded,cns_4_rev_coded,self_est_2_rev_coded,self_est_4_rev_coded,imi_3_rev_coded,imi_4_rev_coded,commitment,frequency_visits,balik,corporate,wood,sketch,harvesting,others,number_programs,program_percent,SoCoh,SOC,CNS,IMI,Self_Est,Self_Eff,IM,PComp,PChoice,RC1,RC2,clusters
68,2019-04-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,To learn about plants and do something meaningful.,Male,52,1,0,7,7,6,2,2,7,7,7,7,6,6,7,7,7,7,6,3,6,6,7,5,6,6,6,6,2,1,5,7,7,6,5,5,5,5,6,5,6,6,6,7,7,6,6,6,5,3,3,6,7,8.000000000000014,20,0,0,0,0,1,0,1,0.16666666666666666,6.4,6.75,6.1000000000000005,6.25,4,6.125,6.5,6,6,-0.8187072643646482,0.0927602760634833,1
69,2019-04-01,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Making and selling of mini plant pots,Exposure to educational programmes in sustainability,Male,48,1,0,0,6,6,2,2,6,5,4,4,2,5,5,5,0,6,6,6,6,6,6,6,6,6,5,5,3,3,6,5,6,6,6,3,6,2,5,5,5,5,5,5,5,5,6,6,2,5,6,5,5,9,4,1,0,0,0,0,1,2,0.3333333333333333,4.800000000000001,4.5,5,5.375,5.75,5,5.5,5.5,5,-0.143787930046763,-0.4628764429438351,1
70,2019-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,GUI Kampung Tour,Students and personal interest,Male,60,1,0,0,5,6,2,3,5,6,5,5,5,5,5,5,4,5,6,2,7,6,6,6,7,6,6,3,3,3,5,6,6,5,6,3,5,2,3,5,6,6,6,6,6,6,6,5,6,5,6,5,5,9,5,0,0,0,0,0,1,1,0.16666666666666666,4.4,5.125,5.9,5.125,5.5,5.5,5.5,4,5.5,-0.7562840391309944,-0.2765162396772153,1
71,2019-05-01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,Corporate event (STB),Male,40,1,0,6,6,6,2,2,5,5,4,4,4,5,5,4,6,7,7,1,7,6,7,5,7,7,4,4,1,4,5,4,5,4,5,4,5,4,6,6,6,7,6,6,4,6,6,6,7,4,4,7,4,7.000000000000028,1,0,1,0,0,0,0,1,0.16666666666666666,6,4.5,6.6000000000000005,4.625,4.5,5.875,4.5,4,5.5,-0.7850059401062732,-0.3778159867352745,1
72,2019-06-01,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,I was invited by a friend to try the experience,Female,18,1,0,7,6,7,1,1,5,4,4,4,1,7,4,4,6,5,6,5,3,6,3,5,2,3,6,6,1,1,7,3,7,4,4,5,6,5,5,6,6,6,6,5,5,5,7,7,3,3,3,7,7,6,1,1,0,0,0,1,0,2,0.3333333333333333,6.800000000000001,4.125,4.2,5.875,4,5.5,6,5,6.5,-0.1953523594060376,-0.5407214066009719,1
73,2019-06-01,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,0,To try our different things,Female,18,1,0,6,7,6,1,1,4,4,4,4,5,7,4,4,4,5,6,5,6,5,6,7,7,6,4,5,1,4,5,4,5,4,5,3,4,2,6,6,6,6,6,6,5,5,7,7,3,5,6,7,4,6,1,1,0,0,0,1,0,2,0.3333333333333333,6.6000000000000005,4.5,5.5,4.75,5,5.75,4.5,4.5,5.5,-0.1953523594060376,-0.5407214066009719,1
74,2019-06-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,Suitable for my child,Female,36,1,0,7,0,4,2,2,6,4,3,2,1,4,2,1,6,6,5,2,5,6,4,4,4,4,4,4,4,1,7,5,5,1,3,4,5,5,5,5,5,5,5,5,5,5,6,6,6,4,3,4,7,6,1,0,0,1,0,0,0,1,0.16666666666666666,4.6000000000000005,2.875,5,4.625,3.75,5,6,2.5,4,-0.8050212758581505,-0.3790627556443361,1
75,2019-07-01,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,pizza making event,enjoy kampung style,Male,35,1,0,7,7,7,5,1,6,7,7,7,4,6,7,6,6,6,7,7,7,7,7,7,6,6,6,6,3,2,7,7,7,6,4,5,5,4,4,3,5,4,4,5,5,3,3,7,1,3,4,5,6,5.000000000000014,2,1,0,0,0,0,1,2,0.3333333333333333,6.2,6.25,6,6.25,4,4.125,6.75,6,5.5,-0.21819488779003252,-0.5172666232000495,1
76,2019-07-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,Interest,Female,72,1,0,6,6,6,2,2,5,4,3,3,5,5,4,4,6,6,6,2,6,6,6,5,5,6,4,6,2,2,6,4,6,0,6,2,6,2,5,4,4,5,5,5,5,5,6,6,6,6,6,6,6,5.000000000000014,1,0,0,1,0,0,0,1,0.16666666666666666,6,4.125,5.800000000000001,4.75,6,4.75,5.5,3,5,-0.825036611610027,-0.38030952455339767,1
77,2019-07-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,Female,19,1,0,7,6,6,2,2,6,6,6,4,4,6,6,5,6,6,6,2,6,6,6,6,6,6,6,6,4,2,6,6,6,6,6,5,6,6,5,4,5,6,6,6,5,6,6,6,6,3,2,4,6,5.000000000000014,1,1,0,0,0,0,0,1,0.16666666666666666,6.2,5.375,6,5.75,4.25,5.375,6,6,5,-0.825036611610027,-0.38030952455339767,1
78,2019-07-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Refreshing Time with Nature,Female,42,1,0,6,7,6,2,2,7,7,4,4,2,5,4,4,7,4,5,5,3,4,4,3,4,4,6,6,0,1,6,6,6,5,6,2,6,1,6,6,6,6,6,6,6,6,6,6,3,6,7,0,7,5.000000000000014,3,0,0,0,0,1,0,1,0.16666666666666666,6.2,4.625,4.1000000000000005,5.25,6.25,6,6.25,5.5,3,-0.830690996874264,-0.3309064199334296,1
79,2019-07-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,Reconnect with nature and support GUI,Female,36,1,0,5,5,5,3,3,5,5,5,4,3,4,4,4,6,6,6,6,6,4,4,4,6,6,5,4,3,3,5,5,5,4,6,4,5,4,6,6,6,6,6,6,4,4,5,5,2,4,4,5,5,5.000000000000014,24,0,0,1,0,0,0,1,0.16666666666666666,5,4.25,5,4.75,4.75,5.5,5,4,5,-0.8900620421487525,0.18782617857623463,1
80,2019-07-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Sense of belonging. Compassion shown by people. Nature therapy,Female,35,1,0,7,7,7,1,1,7,7,7,7,6,7,7,7,6,7,7,2,6,5,5,5,6,6,7,7,1,1,7,6,7,7,5,5,4,5,5,6,6,6,6,6,3,6,7,7,6,3,3,7,7,6,20,0,0,0,0,1,0,1,0.16666666666666666,7,6.875,5.9,6.875,3.75,5.5,6.75,7,7,-0.858737935868402,0.09026673824536015,1
81,2019-08-01,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,Collection and transporting of wood from client to the kampung. Dimantle pallets. Shaving wood with sand paper. Driling wood using machine.,To volunteer.,Male,31,4,0,6,6,6,2,2,6,6,4,4,4,4,4,4,5,7,5,1,7,7,5,6,7,7,5,6,4,2,6,4,6,5,6,4,4,4,5,4,4,5,5,5,1,4,6,6,7,4,4,4,6,4.000000000000028,3,0,0,1,0,0,1,2,0.3333333333333333,6,4.5,6.300000000000001,5.25,4.5,4.125,5.5,5.5,4.5,-0.24103741617402746,-0.49381183979912696,1
82,2019-09-01,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,Pizza Workshop,Skill aquisition and Teamwork,Male,28,1,0,5,5,5,3,5,5,5,5,5,4,5,5,6,5,4,5,3,5,3,3,5,3,3,5,6,3,3,6,5,5,6,5,5,5,3,5,5,5,6,5,5,5,6,5,3,5,3,5,5,5,3,40,1,0,0,0,0,1,2,0.3333333333333333,4.6000000000000005,5,4.1000000000000005,5.375,4.5,5.25,5.25,6,5,-0.3656588793142895,0.41889882676121987,1
83,2019-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Landscape & Farm Maintenance,"I like to spend time in nature, be connected with soil, earth. Learn the ways of farming.",Male,32,2,0,7,7,7,1,1,5,5,6,5,4,7,5,4,6,7,6,3,5,6,7,6,6,6,4,6,4,1,6,7,6,4,4,7,7,7,3,4,4,6,5,4,4,7,7,7,5,1,1,4,7,2.000000000000014,100,0,0,0,0,0,1,1,0.16666666666666666,7,5.125,6,5.5,3.25,4.625,6.5,5,4,-1.164974689445389,2.061403847407835,4
84,2019-10-01,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,To support the GUI Initiative and to learn new things in a different environment,Male,39,1,0,6,6,6,2,2,4,4,4,4,2,4,5,2,6,6,6,2,4,4,4,5,5,4,6,5,2,2,6,4,5,6,5,5,4,3,5,4,5,5,5,4,4,4,6,6,6,3,5,6,6,2.000000000000014,6,0,0,1,0,0,0,1,0.16666666666666666,6,3.625,5,5.5,4.25,4.5,5.25,5.5,6,-0.8992185820262496,-0.26054206973066235,1
85,2019-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Volunteer,To get to know GUI,Female,45,1,0,6,6,6,1,1,5,5,4,4,4,5,5,5,6,6,6,1,6,6,6,6,6,6,6,6,1,2,6,5,6,4,6,1,5,1,6,6,6,6,6,6,5,5,7,7,7,7,7,7,6,2.000000000000014,1,0,0,0,0,0,1,1,0.16666666666666666,6.4,4.625,6.1000000000000005,5.75,6.25,5.75,5.75,5,6.5,-0.8850826188656571,-0.3840498312805824,1
86,2019-10-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Wanted to experience volunteering,Female,33,1,0,6,6,6,2,1,6,6,6,6,4,5,6,4,7,7,7,1,7,6,6,7,6,6,6,6,2,1,7,7,7,6,6,5,6,5,5,6,5,6,6,6,6,5,6,7,7,3,3,6,7,2.000000000000014,1,0,0,0,0,1,0,1,0.16666666666666666,6.2,5.375,6.6000000000000005,6.5,4.5,5.625,7,6,6,-0.8850826188656571,-0.3840498312805824,1
87,2019-10-01,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Volunteer - Landscape, Farm Maintenance & Housekeeping at Kampung Kampus","I believe in GUI's mission and vision, and I can see that they have made much progress; I wish to contribute to GUI's continued success.",Female,52,1,0,7,7,7,1,1,7,7,7,7,4,6,7,6,7,7,7,1,7,7,7,7,7,7,6,6,1,1,7,7,7,7,4,4,6,4,4,5,5,5,5,6,6,6,7,7,7,4,4,7,7,2.000000000000014,5,0,0,0,0,1,1,2,0.3333333333333333,7,6.375,7,6.75,4.5,5.25,7,6.5,6.5,-0.28672247294201825,-0.4469022729972821,1
88,2019-10-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Volunteer,Love of gardening,Female,38,1,0,5,4,5,3,1,5,5,4,5,4,5,5,4,7,7,7,1,7,7,7,7,7,7,5,5,4,2,6,6,6,6,7,2,6,2,5,6,6,6,6,5,5,0,5,7,7,6,6,4,6,2.000000000000014,1,0,0,0,0,0,1,1,0.16666666666666666,5.2,4.625,7,5.5,6.25,4.875,6,5.5,4.5,-0.8850826188656571,-0.3840498312805824,1
89,2019-11-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,I wanted to experience soil farming in Singapore and was curious as to whether I’d would make me feel better and more calm,Female,22,1,0,7,6,6,1,1,6,6,5,5,4,6,6,5,5,6,7,5,6,5,7,6,6,6,6,6,3,2,7,6,6,5,6,5,6,3,6,6,6,6,5,5,5,6,7,7,3,3,5,5,6,1.0000000000000284,2,1,0,0,0,0,0,1,0.16666666666666666,6.6000000000000005,5.375,5.7,5.875,5,5.625,6.25,5.5,5.5,-0.907925147249652,-0.36059504787965996,1
90,2019-11-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Home activities and to clock hours for PR application,Male,39,3,Thai,6,6,6,4,4,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,3,6,1,6,6,6,6,6,6,5,6,4,4,4,5,7,2,2,1.0000000000000284,1,1,0,0,0,0,0,1,0.16666666666666666,5.2,6,4,5,6,5.875,5,6,4,-0.9050979546175335,-0.38529660018964396,1
91,2019-11-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Curiosity,Female,30,1,0,4,4,4,3,3,6,4,3,1,1,4,1,4,4,4,5,2,7,4,4,4,5,5,5,4,2,2,5,4,5,4,6,2,6,2,6,5,6,6,6,6,4,5,5,5,6,6,6,6,6,1.0000000000000284,1,1,0,0,0,0,0,1,0.16666666666666666,4.4,3,4.800000000000001,4.875,6,5.5,5,4,5.5,-0.9050979546175335,-0.38529660018964396,1
92,2019-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Pizza Making,contribute to the society,Female,24,1,0,6,7,6,2,2,4,5,4,0,4,5,5,5,7,7,6,1,6,5,6,6,4,6,5,5,1,1,7,6,6,6,6,5,4,5,6,5,5,5,6,5,4,6,6,6,7,3,3,7,7,1.0000000000000284,2,0,0,0,0,0,1,1,0.16666666666666666,6.2,4,6,6.125,4,5.25,6.5,5.5,6,-0.907925147249652,-0.36059504787965996,1
93,2019-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,festa kampung? the one in early nov19,accompany others,Male,36,1,0,5,4,5,4,4,4,4,4,4,4,4,4,4,5,6,6,5,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,5,5,3,4,4,5,4,4,4,4,4,4,3,3,3,4,4,2.000000000000014,1,0,0,0,0,0,1,1,0.16666666666666666,4.4,4,5.1000000000000005,4,3.75,4,4,4,4,-0.8850826188656571,-0.3840498312805824,1
94,2019-11-01,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,0,to learn and to support GUI,Female,47,3,Australian,7,7,7,1,1,7,7,7,7,4,4,5,6,7,7,7,1,7,7,7,7,7,7,6,7,1,1,7,7,7,7,7,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2.000000000000014,1,0,1,0,0,1,0,2,0.3333333333333333,7,5.875,7,6.875,7,7,7,7,6.5,-0.27541370241354424,-0.5457084822372181,1
95,2019-11-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Happiness,Female,50,3,0,5,5,5,5,5,5,5,5,5,2,3,5,2,5,5,5,5,6,5,5,5,5,5,4,5,5,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,2.000000000000014,1,0,0,0,0,1,0,1,0.16666666666666666,4.2,4,4.9,4.5,4,5,4.75,5,3.5,-0.8850826188656571,-0.3840498312805824,1
96,2019-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Pesta Kampung,Support friends,Female,40,1,0,7,0,5,2,4,4,5,5,4,4,5,5,5,7,7,7,2,4,6,6,5,5,5,5,4,4,4,4,4,4,4,5,5,6,3,6,6,6,6,6,6,5,5,6,4,6,3,5,4,4,4.000000000000028,1,0,0,0,0,0,1,1,0.16666666666666666,4.4,4.625,5.800000000000001,4.125,4.75,5.75,4,4,4.5,-0.8450519473619034,-0.38155629346245923,1
97,2019-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Pesta Kampung,Recommended by friend,Male,28,1,0,6,6,6,2,2,6,6,5,5,4,5,5,5,5,5,6,3,5,5,5,6,5,5,5,5,3,2,6,6,6,3,5,5,4,5,4,4,4,4,4,4,4,3,6,6,5,3,3,5,6,4.000000000000028,1,0,0,0,0,0,1,1,0.16666666666666666,6,5.125,5.2,5.25,3.75,3.875,6,4,5,-0.8450519473619034,-0.38155629346245923,1
98,2019-12-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,Wanted to give back to nature and learn more about farming,Female,30,0,0,6,6,7,1,2,6,5,5,4,5,6,5,5,6,6,7,1,5,6,6,5,6,6,6,5,2,2,6,6,6,6,6,2,6,2,6,6,6,6,5,5,5,6,7,6,7,6,6,6,6,1,4,1,0,0,0,0,0,1,0.16666666666666666,6.4,5.125,6,5.875,6,5.625,6,5.5,6,-0.9135795325138896,-0.3111919432596919,1
99,2019-12-01,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,Exposure + Environment related,Female,19,3,Filipino,7,6,7,2,1,6,4,5,4,2,6,5,5,5,6,6,2,4,5,5,5,4,4,4,6,1,2,6,5,5,4,5,5,4,2,4,5,5,6,6,6,4,5,6,7,6,3,6,7,6,0.9999999999999858,1,0,0,0,0,1,0,1,0.16666666666666666,6.6000000000000005,4.625,5,5.375,4.5,5.125,5.5,5,5.5,-0.9050979546175344,-0.385296600189644,1
100,2020-03-01,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,To reconnect with nature,Male,33,1,0,6,6,5,3,2,5,5,5,5,4,5,5,5,6,6,6,6,6,5,5,6,5,5,5,5,3,2,6,6,6,5,5,4,5,4,5,4,4,4,4,4,4,4,5,6,2,4,4,5,6,1,1,1,0,0,0,0,0,1,0.16666666666666666,5.6000000000000005,4.875,5.2,5.5,4.5,4.125,6,5,5,-0.9050979546175341,-0.38529660018964396,1
101,2019-08-01,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,0,company,Female,44,1,0,4,4,4,4,4,5,5,4,5,4,5,4,5,4,4,3,4,3,4,5,4,6,4,4,3,5,5,6,4,3,5,4,5,6,5,3,6,4,5,4,5,3,5,4,4,4,3,3,3,3,5.000000000000014,1,0,1,0,0,0,0,1,0.16666666666666666,4,4.625,4.1000000000000005,3.875,4,4.375,4,4,3.5,-0.825036611610027,-0.38030952455339767,1
102,2019-11-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,closer to nature,Female,38,1,0,7,7,7,1,1,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,7,7,7,0,0,1,1,7,7,7,7,7,1,7,1,7,7,0,0,7,7,7,7,7,7,7,7,7,7,7,2.000000000000014,1,0,0,0,1,0,0,1,0.16666666666666666,7,7,7,5.25,7,5.25,7,3.5,3.5,-0.8850826188656571,-0.3840498312805824,1
103,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"gui market, tcm workshop",gui market,Female,43,1,0,5,4,5,4,4,4,4,4,4,4,5,4,4,6,6,6,4,6,5,4,6,6,4,5,5,4,4,5,4,5,4,6,4,6,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,1,4,0,0,0,0,0,1,1,0.16666666666666666,4.4,4.125,5.300000000000001,4.5,5,4.875,4.5,4.5,4.5,-0.9135795325138896,-0.3111919432596919,1
104,NA,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Camp,Activity is meaningful for kids to play and appreciate nature,Female,45,1,0,7,7,7,1,1,7,6,7,7,5,7,7,7,6,6,6,1,6,5,6,7,7,6,6,6,2,1,7,7,7,4,6,4,5,2,5,5,5,7,7,6,5,5,7,7,7,4,6,6,7,1,1,0,0,0,0,0,1,1,0.16666666666666666,7,6.625,6.2,6.25,5.25,5.625,7,5,6,-0.9050979546175341,-0.38529660018964396,1
